ref,hyp,wer,cer,duration_sec,n_ref_words
now thats impossible radie for i really dont think i once thought of him all this evening except just while we were talking,now thats impossible rady for i really dont think i once thought of him all this evening except just while we were talking,0.0435,0.0163,8.26,23
there was a bright moonlight broken by the shadows of overhanging boughs and withered leaves and the mottled lights and shadows glided oddly across his pale features,there was a bright moonlight broken by the shadows of overhanging boughs and withered leaves and the mottled lights and shadows glided oddly across his pale features,0.0,0.0,9.93,27
dont insult me stanley by talking again as you did this morning,dont insult me stanley by talking again as you did this morning,0.0,0.0,3.97,12
what i say is altogether on your own account,what i say is altogether on your own account,0.0,0.0,2.83,9
mark my words youll find him too strong for you aye and too deep,mark my words youll find him too strong for you aye and too deep,0.0,0.0,4.88,14
i am very uneasy about it whatever it is i cant help it,i am very uneasy about it whatever it is i cant help it,0.0,0.0,4.585,13
to my mind there has always been something inexpressibly awful in family feuds,to my mind there has always been something inexpressibly awful in family feuds,0.0,0.0,5.455,13
the mystery of their origin their capacity for evolving latent faculties of crime and the steady vitality with which they survive the hearse and speak their deep mouthed malignities in every new born generation have associated them somehow in my mind with a spell of life exceeding and distinct from human and a special satanic action,the mystery of their origin their capacity for evolving latent faculties of crime and the steady vitality with which they survive the hearse and speak their deep mouthed malignities in every new born generation have associated them somehow in my mind with a spell of life exceeding and distinct from human and a special satanic action,0.0,0.0,20.855,56
the floor more than anything else showed the great age of the room,the floor more than anything else showed the great age of the room,0.0,0.0,3.93,13
my bed was unexceptionably comfortable but in my then mood i could have wished it a great deal more modern,my bed was unexceptionably comfortable but in my then mood i could have wished it a great deal more modern,0.0,0.0,7.9,20
its curtains were of thick and faded tapestry,its curtains were of thick and faded tapestry,0.0,0.0,3.19,8
all the furniture belonged to other times,all the furniture belonged to other times,0.0,0.0,2.745,7
i shant trouble you about my train of thoughts or fancies but i began to feel very like a gentleman in a ghost story watching experimentally in a haunted chamber,i shant trouble you about my train of thoughts or fancies but i began to feel very like a gentleman in a ghost story watching experimentally in a haunted chamber,0.0,0.0,9.855,30
i did not even take the precaution of smoking up the chimney,i did not even take the precaution of smoking up the chimney,0.0,0.0,3.47,12
i boldly lighted my cheroot,i boldly lighted my chirut,0.2,0.1111,2.34,5
a cold bright moon was shining with clear sharp lights and shadows,a cold bright moon was shining with clear sharp lights and shadows,0.0,0.0,4.755,12
the sombre old trees like gigantic hearse plumes black and awful,the sombre old trees like gigantic hearse plumes black and awful,0.0,0.0,5.62,11
